w_id,user_id,trainer_id,o_distance,o_time,o_pace,d_distance_sum,d_distance_std,d_distance_var,d_time_sum,d_time_std,d_time_var,d_pace_mean,d_pace_std,d_pace_var,r_distance,r_speed,r_time,r_pace,p_running,p_walking,p_unknown,p_welldone,p_has_objective,age,height,weight,gender,bmi,weight_situation,calories,workout_date,mean_rating,rating,month,weekday,weeknumber,year,days_from_previous,user_pop,dec_user_pop
142193,096ce33c96792e289516407eb29b62bb,c4616f5a24a66668f11ca4fa80525dc4,700,3000,0.0,-0.1069013811977961,0.0128857400878431,0.0001660422976114,-0.0116666666666666,0.0038583873286358,1.4887152777777776e-05,0.0,0.0,0.0,8343.306336025003,6.585435263969269,3361.0,480.4751678216744,0.375,0.5,0.125,0.1428571428571428,0.875,30,165,59.0,0,21.6712580348944,4,415,2018-05-16 20:05:13,4.25,4,5,2,20,2018,0,1,0.0
142196,cd3e48b4bce1f295bd8ed1eb90eb0d85,e71ad22eed10d8f6f8242f67695b215f,1040,2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4386.6026027631015,7.862116026843788,2486.1330000000003,515.2861966097114,0.5172413793103449,0.0,0.0344827586206896,1.0,0.9655172413793104,33,158,68.0,0,27.239224483255885,5,268,2018-05-17 09:04:52,2.75,3,5,3,20,2018,0,0,0.0
142338,6425d167c06fe773378b10b546b6e923,c4616f5a24a66668f11ca4fa80525dc4,2000,3900,300.0,-0.0035725025488645,0.001067366836516,1.1392719636943128e-06,0.19,0.0511058270215398,0.0026118055555555,0.0483175114972359,0.0516653444471269,0.0026693078168402,7442.971678380574,6.765958389108111,3868.0,532.6095126817299,0.0,0.75,0.25,0.3333333333333333,0.75,45,175,75.0,1,24.489795918367346,4,284,2018-05-17 18:42:26,5.0,5,5,3,20,2018,3,1,0.0
142139,db4db5ec58a9433419cb104eeab915c2,c81e728d9d4c2f636f067f89cc14862c,6000,2070,172.5,-6.116685799391538e-05,3.058342899695769e-05,9.353461292119523e-10,0.0048309178743961,0.002415458937198,5.834441877290018e-06,0.0024458927586199,0.0024458927586199,5.982391386669467e-06,6056.084468257941,8.377146652152874,2092.0,458.81925659850265,0.5,0.0,0.5,0.0,0.5,29,174,70.0,1,23.120623596247853,4,458,2018-05-18 07:24:52,4.75,5,5,4,20,2018,6,1,0.0
142394,db4db5ec58a9433419cb104eeab915c2,c81e728d9d4c2f636f067f89cc14862c,5760,2025,319.2857142857143,3.960113899987695,0.4537117412957429,0.2058543441896151,3.9865384615384616,0.453157018197293,0.2053512831414617,0.2889128654138365,0.4505800954408178,0.2030224224074565,4359.306425924152,6.773482582593583,1549.0,221.0672525019324,0.9285714285714286,0.0,0.0714285714285714,0.0,0.9285714285714286,29,174,70.0,1,23.120623596247853,4,330,2018-05-18 07:26:00,3.5,3,5,4,20,2018,0,2,0.75
142408,44788404a9a7eee60c80ad849e3efb7b,c81e728d9d4c2f636f067f89cc14862c,8500,2954,295.0,-0.0821441518111212,0.0045952746779507,2.111654936581542e-05,0.0216190476190476,0.0168479147555995,0.0002838522316119,0.0104043010478848,0.0180875345046377,0.0003271589044564,8693.579902900423,10.428644509158378,2963.0,352.6695851681389,0.875,0.0625,0.0625,0.0,0.9375,48,177,70.0,1,22.34351559258195,4,638,2018-05-18 07:55:46,5.0,5,5,4,20,2018,0,0,0.0
142495,096ce33c96792e289516407eb29b62bb,c4616f5a24a66668f11ca4fa80525dc4,700,3600,0.0,-0.1030229217807178,0.0163591519316406,0.0002676218519225,-0.0005555555555555,0.0001944039478399,3.7792894935752084e-08,0.0,0.0,0.0,10598.687104973897,6.966999634075202,3982.0,569.1534501071558,0.4285714285714285,0.4285714285714285,0.1428571428571428,0.0,0.8571428571428571,30,165,59.0,0,21.6712580348944,4,556,2018-05-19 04:51:49,4.75,5,5,5,20,2018,3,2,0.75
142555,50cf0fe63e0ff857e1c9d01d827267ca,c4616f5a24a66668f11ca4fa80525dc4,700,1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5129.340280056,7.015502066769706,2234.511,533.1645023820762,0.4285714285714285,0.4285714285714285,0.1428571428571428,1.0,0.8571428571428571,40,163,71.0,0,26.722872520606725,5,328,2018-05-19 06:01:17,5.0,5,5,5,20,2018,3,3,1.75
142627,6b2f1de75dcb0dc79ef2b50af850de6f,c81e728d9d4c2f636f067f89cc14862c,6000,2320,150.0,0.0,0.0,0.0,-0.1112069979716026,0.0233960835452853,0.0005473767252579,-0.0111206997971602,0.0233960835452854,0.0005473767252579,6708.516752123833,8.44127523909088,2355.5640000000003,507.3988930893377,0.5,0.4,0.1,0.4444444444444444,0.9,38,176,70.0,1,22.59814049586777,4,423,2018-05-19 22:39:26,4.0,4,5,5,20,2018,0,0,0.0
142561,433a6ea5429d6d75f0be9bf9da26e24c,a381c2c35c9157f6b67fd07d5a200ae1,8000,3200,200.0,-0.0002620041569415,0.0001310020784707,1.7161544563662232e-08,0.0484375,0.02421875,0.0005865478515625,0.0243433740132854,0.0243433740132854,0.0005925998583507,8078.4838439598225,10.018689968758052,3071.0,360.4468706274805,0.5,0.0,0.5,0.0,0.5,36,167,68.0,0,24.38237297859371,4,487,2018-05-19 22:58:24,5.0,5,5,5,20,2018,0,0,0.0
142712,b8b4b727d6f5d1b61fff7be687f7970f,4e732ced3463d06de0ca9a15b6153677,1500,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5360.738163968548,7.282987596787413,3213.4040000000005,750.1941205642574,0.5135135135135135,0.0,0.027027027027027,1.0,0.972972972972973,38,173,64.0,0,21.38394199605733,4,299,2018-05-20 09:45:56,5.0,5,5,6,20,2018,0,0,0.0
142565,d1f255a373a3cef72e03aa9d980c7eca,4e732ced3463d06de0ca9a15b6153677,13000,1500,0.0,0.0,0.0,0.0,0.8405400000000001,0.3132507629679456,0.0981260405,0.0,0.0,0.0,15024.693301608231,7.609459225263083,5047.521000000001,276734.11423052195,0.5,0.0,0.1666666666666666,0.8,0.8333333333333334,35,163,70.0,1,26.346494034400997,5,852,2018-05-20 17:45:40,5.0,5,5,6,20,2018,7,2,0.75
142633,fb9d433088a21464e7d634c4e190b31a,68c86f3f9a4eefdc3180f488ac749db5,3200,3960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8218.51870661402,7.362845136172786,5270.43,114451.50618677682,0.7,0.1666666666666666,0.0333333333333333,1.0,0.9666666666666668,60,171,75.0,1,25.64891761567662,5,555,2018-05-20 17:46:14,4.0,4,5,6,20,2018,0,0,0.0
142783,e355ad06c5a89f911fbb0aff2de52435,e71ad22eed10d8f6f8242f67695b215f,7000,2520,180.0,-0.0004574732394391,0.0002287366197195,5.232044120074052e-08,0.0007936507936507,0.0003968253968253,1.574703955656337e-07,0.0006252759695218,0.0006252759695218,3.909700380614598e-07,7405.395271977631,7.435614034332434,2816.0,550.243842371761,0.5,0.0,0.5,0.0,0.5,39,170,58.0,0,20.06920415224914,4,387,2018-05-20 22:29:08,4.75,5,5,6,20,2018,5,1,0.0
142780,ba67e777107290283dcc9adaed9459e1,e71ad22eed10d8f6f8242f67695b215f,14000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14024.34381114319,6.879550045216607,5556.375,584.233691951953,0.5,0.0,0.5,1.0,0.5,45,156,61.0,0,25.06574621959237,5,770,2018-05-20 22:30:45,4.0,4,5,6,20,2018,0,0,0.0
142690,44788404a9a7eee60c80ad849e3efb7b,c81e728d9d4c2f636f067f89cc14862c,8500,2954,295.0,-0.1204322018893994,0.0049353530361535,2.4357709591469623e-05,-0.1043471582181259,0.0208049346312831,0.0004328453050119,0.0060590571096773,0.0177932435410555,0.0003165995157113,8731.507983656504,10.480899188607598,2993.0,349.22149334382544,0.875,0.0625,0.0625,0.0,0.9375,48,177,70.0,1,22.34351559258195,4,625,2018-05-20 22:34:10,3.5,3,5,6,20,2018,2,1,0.0
